company_name,scheme,award_date,project_summary,url,website,city
Aubotz Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"According to International Labor Organization (ILO); More than 50% services across the world can be automated using current technologies. Peppermint is automating and simplifying - difficult, mundane and dangerous tasks by designing and manufacturing service robotic platforms for enterprises. Peppermint Robots are modular robotic platforms for services like housekeeping, material handling and surv Domain: Robotics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.getpeppermint.co,Pune
Avrio Energy Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"The problem becomes apparent from the fact that buildings have long life cycles and during the entire lifecycle of any building, around 80% of the cost goes into energy (40%), maintenance (30%) and operations (10%). Currently 90% of such building operators do not have sufficient access to data and analytics tools to operate their building infrastructure efficiently to reduce their operating costs Domain: Energy.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.avrio.energy,Delhi
Ayati Devices Pvt Ltd.,DST NIDHI-PRAYAS,2020,"Most of the 400+ million diabetic patients in the world may be unaware of the looming threat of foot ulcers leading to amputation. High glucose in the blood can lead to neuropathy - damage of nerve cells and loss of sensation, especially on foot. Hidden injuries are not felt, do not heal, become ulcers, and if untreated lead to gangrene and require amputations - ranging from toe to entire leg. Poi Domain: MedTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.ayatidevices.com,Bangalore
Brainbuds Healthcare Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Wheelchair users face a variety of challenges, such as mobility, transportation, comfort taking them on stairs and limitations on the places they can travel if they don’t have the right device. Some common difficulties include tight spaces, rough or uneven terrain, and slopes and inclines that can make it easy for the chair to tip. The three-wheel mechanism is the unique essence that gives an ease Domain: Healthcare.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.brainbudscom.wordpress.com,Chennai
Bylin Medtech Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"Dry mouth is a debilitating condition experienced by people post radiation & chemotherapy or with autoimmune disorders, severe diabetes mellitus & elderly. They experience difficulty in speech, swallowing, bad breath, multiple bacterial & fungal infections in mouth which affects the general health. Existing solutions contains chemicals or sugar and are not sustainable or cost efficient. A hydratin Domain: Medtech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.bylinmedtech.com,Trivandrum
CBAI Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2021,"Commonly there are two kinds of drones: a multirotor and a fixed-wing. A multirotor is easy to operate but flying efficiency is less. A fixed-wing is good at efficiency but is hard to take off and Iand. In case of medical urgency, a patient suffers because of the time taken to supply medicines or medical equipment. Developing a VTOL (Vertical Take-Off and Landing) hybrid drone that takes off like Domain: Mechatronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.crystalball.ai,Hyderabad
CRADLEWISE INNOVATIONS Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"By the age of two, most children have spent more time asleep than awake and overall, a child will spend 40 percent of his or her childhood asleep. Sleep is especially important for children as it directly impacts mental and physical development. Cradlewise is a smart crib for babies from 0 to 2 years of age with integrated baby monitoring, rocking and sleep management solution for infants. The pro Domain: IoT.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.cradlewise.com,Bangalore
Controsense Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Many Indian companies in the electro-mechanical machines Production want to adopt industry 4.0 solutions to improve their offerings but lack the competency to do so. The adoption of industry 4.0 solutions allows them to expand product featured and Provide a better service with optimized operations . This leads to savings in terms of lesser downtime , more production and lesser manpower requirement Domain: Industry 4.0.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.controsense.online,Bangalore
Cureous Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"Pressure Ulcers / bedsores is one of the costliest and physically debilitating medical condition occurring to bedridden patients. If not prevented early it leads to very high treatment cost, affects quality of life, increases length of stay in hospitals and burden to caretakers in terms of money and time. Eturnal is an automatic repositioning system capable of repositioning the patient to stable s Domain: Healthcare.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.cureous.in,Bangalore
DTOWN Robotics Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"Automation with indigenous manufacturing in a cost effective manner is one of the biggest problems in defence and agricultural sectors especially in the day to day monitoring work. Rhino UGV is an unmanned ground vehicle that is developed to find a suitable replacement of tractors over agricultural practices like preparation of soil, sowing, adding manure and fertilizers, irrigation, harvesting an Domain: Agritech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.dtownrobotics.com,Noida
Desintox Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Usually transferring patients requires the effort of two or more people. Also, there is a high chance of patients falling down and getting injured during manual transfer. The bystanders may also get health issues like back aches or even spine injuries due to long periods of manual transfers. Caretakers like home maids and home nurses tend to leave these patients easily due to this. The effort is i Domain: MedTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.desintoxtech.com,Kochi
Divish Mobility Pvt. Ltd.,DST NIDHI-PRAYAS,2018,2/3 W EVs can take 3-4 hours to recharge. There are dearth of charging points in India. BatteryPool builds smart battery swapping stations for 2/3W EVs. These smart swapping stations give access to fully charged battery packs within 30 seconds. Domain: Cleantech.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.batterypool.com,Pune
Elementik Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Cybercrime is increasing at an alarming rate in the entire world. The statistics suggest that 80% of cyberattacks are caused due to human factors (e.g., setting up weak passwords, sharing of passwords, falling prey to phishing attacks etc.). Byteseal addresses this problem with a unique, first of its kind solution. Byteseal Biometric ID uses world’s most advanced and secure biometric authenticatio Domain: Cyber Security.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.byteseal.in,Pune
Embright Infotech Pvt. Ltd.,DST NIDHI-PRAYAS,2019,The ratio of 159 children diagnosed with Autism Spectrum Disorder ASD all around the world according to the Centre of Autism Disease Control and Prevention Survey. Research indicates that there is no medical detection for autism. Nearly 20% of 8 year old’s with ASD have self injurious behaviors. A continuous updated therapy in Virtual Reality environment that will help enhance the cognitive self c Domain: Healthcare.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.embrightinfotech.com,Thiruvananthapuram
Emflux Motors Pvt. Ltd.,DST NIDHI-PRAYAS,2017,India is moving into the Electric age. The dependence on energy sources will increase drastically. There is an immediate need for energy-efficient solutions and energy storage equipment that are Made in India for India. Emflux Halcyon is designed and developed keeping in mind the long-term sustainability and reducing the electricity charges that people pay with their ordinary Fan. Emflux is develo Domain: Electronics.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.emfluxenergy.com,Bangalore
Evlogia Eco Care Pvt. Ltd.,DST NIDHI-PRAYAS,2020,The lack of degradable single-use cutlery such as plastic straws creates enough waste to wrap the circumference of the earth. Evlogia Ecicare developed leafy single use drinking straws that is a patented product -these single use straws are made from fallen dry coconut palm leaves which otherwise are discarded and burned as a waste. Leafy straws are the most cost effective organic straws in the wo Domain: CleanTech.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.EvlogiaEco.com,Bangalore
Felis leo widgets Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Li-ion batteries are toxic and non-recyclable, posing a huge threat to sustainability, besides these batteries take about 4-6 hours to charge, making it nearly impossible to adapt to the EV industry as a daily home commodity. The vehicles powered by these batteries do not have a huge accommodating range either. They hardly give about 70 - 100 kms range for 2W EVs. Since these batteries are mostly Domain: Cleantech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.nexuspower.in,Bhubaneshwar
Fuma Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Stubble management as crop burning is one of the dominant factors for air-pollution , additional revenue stream generation for the farmer and deforestation for raw material. Converting crop residue into value added products for furniture and packaging applications. Domain: Environment.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.craste.co,Gwalior
Fuselage Innovations Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"During the interactions with stakeholders in the agriculture ecosystem, they are facing numerous challenges in farming methods. Designed the solution by looking at the post- natural disaster problems in crops, new types of pests as well as farm’s unscientific practices. Basically, biotic and abiotic stress is associated with the crops. Fuselage innovations provide agricultural aerial plant survey Domain: AgriTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.fuselage.co.in,Kochi
GD Environmental Pvt. Ltd.,DST NIDHI-PRAYAS,2017,Urban agglomerations are characterized by poor municipal solid waste management and processing. They generate substantial amount of waste that is currently left unprocessed and dumped in landfill sites. They lack the ability to process inorganic dry waste which has emerged as one of the most uncontrolled threats to the environment. Selected under The Waste to Wealth Mission of Government of India Domain: CleanTech.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.gdepl.org,Pune
Green Trek Research and Development Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Energy from Waste. The Iron and Steel industry contributes to 3.3 Gt of CO 2 emissions per year. Green House Gases - such as coke oven gas, N 2O, SO2 , CO are released. There is heavy energy consumption of 25.32 mtoe ( million tons of oil equivalent ) of crude steel per year. Green Trek recycles steel waste through the process of extractive metallurgy and converts it into pure molten metal using t Domain: CleanTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.greentrek.co,"Jammu, J & K"
High Performance Engineering and Research Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"Heavy Commercial Vehicles (HCVs) like Buses & Trucks are highly polluting & expensive to operate due to their high Diesel consumption. This leaves a razor thin margin (<5%) for logistics & transport operators. HiPER’s UNO helps save Diesel for heavy buses & trucks through proprietary technology. Using the embedded sensors in modern vehicles, Hiper hardware / IoT device records & transmits real wor Domain: Automobile.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.hiperautomotive.com/,Chennai
House Of Babas Internet Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Indian fashion ecosystem is the 2nd most waste producing sectors of the economy. Moreover, it takes 5000 liters of water to produce a pair of jeans and t-shirt and a lot of water is used in the washing (using chemical detergents) of these during the lifecycle. Also, billions of clothing waste ends up in landfills, which pollutes all the water bodies around. House Of Babas is a sustainable fashion Domain: Consumer Tech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.houseofbabas.com,Gurugram
InfyU Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Currently, around 1/3rd of the world’s perishable fruits and vegetables are getting into wastage across different levels of the supply chain. In India, the statistics shoot to 48-52%. Around 20% of a fruit lot is transported as sample to the designated testing lab for testing for parameters such as chemical composition, nutritional value, and pesticides content present, which requires sophisticate Domain: AgriTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.infyulabs.com,Gandhinagar
Innaumation Medical Devices Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"More than 10,00,000 patients undergo laryngectomy globally and majority of them end up losing their voice. With the existing expensive devices available in the market, it is difficult for lower middle class and poor patients to afford it. Innaumation Medical Devices is connected with bringing back lost voices of laryngectomy patients. The product is Aum Voice Prosthesis, an affordable voice prosth Domain: Medtech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.innaumation.com,Bangalore
Inphlox Water Systems Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Recent reports indicate that less than 1% of the world’s wastewater is recycled for reuse. Majority of this wastewater is discharged untreated into freshwater bodies & oceans. Due to poor treatment infrastructure, inadequate wastewater monitoring systems and poor discharge control enforcement, the situation has become worse over the years. The patented decentralized electrically driven modular sys Domain: Cleantech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.indrawater.com,Mumbai
Invoviron  Industries Trading Pvt. Ltd.,DST NIDHI-PRAYAS,2018,The team InvoViron is dedicated towards making India’s first compostable plastic resin which could be manufactured at bulk and its processing is compatible with the existing infrastructure. The raw material used will be the organic waste of poultry industry which will result in an economically feasible end product. InvoViron uses waste chicken feather from the poultry industry and extracts Keratin,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,,Kanpur
Irov (EyeRov)Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"Inability to do a visual inspection of ageing structures such as Dams, Bridges (river crossing bridges) and depending on divers for all operations (putting divers’ life to risk) has been a great cause for national and personal damages and losses of billions of rupees annually and many lives. Also, data collected are piled up without much use to anyone other than to suffice the authority. EyeRov TU Domain: Mechatronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.eyerov.com,Kochi
Kritsnam Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"The solution operates in the Indian delicensed band of 865- 867 MHz, and is cost-effective and extremely power efficient. These LPWAN based solutions require minimal power and has less installation costs and is best suited for integrating with low-cost, low-power consuming soil-moisture and soil- nutrient sensors that can be deployed in multiple places across large number of farms. Indigenous deve Domain: Electronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.kritsnam.in,Jharkhand
Lazy Design Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"Wearable and assisted electronics are the future and able to leverage these technologies to create a more productive and connected workplace. Using the power of AI and wearables to improve productivity in workplaces and elsewhere is important. Aina is an AI-powered smart ring designed as a Universal AI Remote control that predicts what you need controlling everything from booking cabs, switching l Domain: Electronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.belazy.co,Bangalore
Life and Limb Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Upper limb prosthetic hand with adaptive grasp which is water resistant, retro-fit and AI enabled. The hand weighs less than 500 g, can perform 6 grip patterns and achieve 15% of activities of daily living. Developed a multi-fingered prosthetic hand comprising a hand frame with one thumb and four fingers for trans- radial amputees. The basic idea is to design and develop an underactuated hand with Domain: MedTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.lifeandlimb.ai,Ghaziabad
Liger Mobility Pvt Ltd.,DST NIDHI-PRAYAS,2017,"Due to low average height a lot of Indian women find it difficult to balance two wheelers. A significant number of people don’t know how to ride, or don’t have the confidence of balancing two wheelers. 150 million Indians suffer from knee problems but continue to use 2 Wheelers despite the pain associated with frequent jerky movements and they are relatively unsafe, with 120+ lives lost in acciden Domain: Automobile.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.ligermobility.com,Mumbai
Logistics Limited,DST NIDHI-PRAYAS,2019,"Energy Efficiency in Last mile connectivity while moving people and cargo. Developed Electric Utility Vehicles that are modular, customizable and upgradable as per the purpose required and enabling better connectivity for last mile. Domain: Electric Mobility.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.auritabikes.com,Statue
Magnic Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Technology that has been developed for the detection of minutest ferrous impurities is by using the finest electromagnetic field sensing sensors and it’s electronics circuits which is designed, developed and patented by Magnic Technologies. Externally the machine consists of a conveyor belt which is a platform on which the gold materials can be placed. The conveyor moves at a constant speed of 0.3 Domain: Mechatronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.magnic.in,Coimbatore
Marut Dronetech Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"The socio-economic burden due to malaria alone is pegged at around $1.94 billion and dengue for a billion more. About 1 billion people in India live in an endemic areas and are prone to risk. As per the World Health Organization, diseases such as Dengue, and Malaria push more and more people into poverty each year. Developed a comprehensive mosquito control program that is contiguous, effective, a Domain: Mechatronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.marutdrones.com,Hyderabad
Mechcreatio Industrial Solutions Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Problem of harvesting of root crops, for which seeding machine was developed to seed crops in a systematic manner, that can harvest the root crops mechanically. The innovation was brought about after seeing the difficulty to harvest root crops manually. So in order to harvest the root crops first the seeding machine was developed by which the harvesting machine developed can harvest with ease. Domain: AgriTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.rowerindia.com,Chennai
MiCoB Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Trying to provide rapid economical and durable housing solutions to the lower income group segment through highly automated 3D concrete printing technology. MiCoB focusses on bringing man-machine integration in the construction segment, using its state of the art, 3D concrete printing technology. The company has successfully developed its in-house 3D concrete printers, their printing ink and requi Domain: BuildTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.micob.in,Gandhinagar
Minionlabs India Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"In order to save energy costs in any buildings and facilities, the MEP engineer or the facility maintenance should have each and every equipment level energy consumption data, then only the client can be able to find out the problems and make necessary timely actions for energy savings. Minion uses state-of-the-art Machine Learning and AI-Based EDGE Computing approach to detect energy signatures o Domain: Cleantech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.minionlabs.tech,Bangalore
Nava Design & Innovation Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"One of the riskiest professions in agriculture is manual tapping of coconut flowers. In order to reach one flower throughout the normal 3 months of sap production, a tapper must climb the same tree 270 times. Minor errors while taping result in death or severe disability. There is no technology available to help the tappers or to increase their productivity. Robotic Neera Tapping Device. The produ Domain: AgriTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.navainnovation.com,Kochi
Offgrid Energy Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2018,Building a sustainable and efficient Zinc-based battery that can be manufactured in India for renewable and low- powered EV applications. Development of commercial prototype of ZincGel TM battery for electric 3 wheeler and for solar power backups. Developed a membrane less redox technology to avoid dendrite formation. Zinc iodide system can work at higher voltage of 2.2V as compared to existing zi Domain: CleanTech.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.offgridenergylabs.com,New Delhi
Peeschute Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"While traveling, camping or at places where there is a dearth of toilets or urinals holding urine for too long can weaken the bladder muscles over time. It can also lead to problems such as incontinence and, in the long run not being able to fully empty the bladder. The solution lay in the development of a unisex disposable urine bag that helps many relieve themselves without the bother of spillin Domain: Sanitation.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.peeschute.com,Ahmedabad
Photom Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Photom is solving a core problem of the solar energy sector which is lower efficiency due to operation and maintenance. At present to solve this problem, panels are cleaned by labours using water which is not cost and service effectively. This solution is fully automated and can be remotely controlled and monitored. It is performing dry cleaning and is solar-powered, so there is zero-emission. Domain: Renewable energy.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.photomtechnologies.com,Ahmedabad
Praesus Technologies  Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"Road accidents contribute to nearly 1.3 million deaths, and over 30 million hospitalizations every year, globally, with the impact more pronounced in Asian countries. This invention addresses the problem with a smart helmet with lightweight, modular technology that fits inside regular motorcycle helmets. It significantly increases the ease of locating an administering medical aid to an accident vi Domain: Electronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.altorsmarthelmet.com,Kolkata
Prayogik Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Lack of ready, affordable, autonomous and perpetual power source for industrial applications in remote locations and in a low-resource setting, especially Oil & Gas Industrial installations. The company is working towards Power management solutions (renewable also) converting heat into Energy without any moving part.Major Sector are Oil and Gas (converting LPG/CNG to Electricity), Defense Sector ( Domain: IndustryTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,http://www.prayogik.in,Bhopal
RAR Engineering Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Development of weapon system safety buffers and machine gun soft tripod buffers. Developing advanced motion control shock absorbers and hydraulic recoil buffers for Defence as well as Industrial applications. India’s first and only indigenous specialized hydraulic motion control start-up. This custom-engineered product reduces the shock and vibration from the weapon system, provides safety and it Domain: Defence/ Manufacturing.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.arcdampers.com,Delhi
Rana Semiconductors Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"Developed product augments Crystal Growth in Controlled Condition(s), under varied ambience. Development of MoSi2 high temperature furnace to reduce the non-homogeneity. It provides uniform and better temperature homogeneity in MoSi2 furnace. A professional process automation system with adaptive control and intelligent adjustment of controller parameters is developed using embedded control algori Domain: Manufacturing.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.raana.in,Hosur
Rangeaero Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Lack of an economically viable transportation for delivering the basic supplies in difficult weather and terrain conditions makes the access to basic supplies difficult. The areas include high altitude areas, areas hit with floods in the monsoon season, hilly areas & desert areas where maintaining the road is not possible in all seasons that leads to longer transit and delivery time. Rangeareo is Domain: Defence.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.range.aero,Bangalore
Rapture Innovation Labs Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"WHO reports that 1.1 Billion youth globally suffers from hearing loss from headphones. Headphones have limited low-frequency audio output, unlike speakers which are not optimized across genre & lacks personalization. And most people enjoy bass frequency the most and thus increase audio volume which in turn results in 1 in 5 teens suffering from hearing loss. Aura headphone provides high-fidelity, Domain: Consumer Tech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.rapture.works,Hubballi
Renkube Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"“Renewable energy is no longer an alternative”- The Economist. In order to accelerate its adoption across all sectors, the cost of energy generation must be lowered. Renkube offers Motion free Optical Tracking for Solar Panels that increases the energy yield in solar panel by 20% without any increase in capital cost. Thus, it makes solar energy more affordable with the patent pending light redirec Domain: Energy.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.renkube.com,Bangalore
Seismic Hazard & Risk Investigations Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Earthquakes are damaging and can’t be predicted and can destroy cities in a few seconds. Further, due to the Himalayas and other seismic active regions, India is very vulnerable to seismic risk. Further, researcher from the world are also expecting a large damaging earthquake in Himalayas, which create an urgent need for disaster risk reduction tool. Developed a low-cost earthquake early warning s Domain: Electronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.shriseismic.com,Roorkee
Sense It Out Intelligent Solutions Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Irregular irrigation by farmers leading to reduced yield and heavy water wastage. Product SICCA makes the irrigation management at farms – Smarter, reliable & affordable. It has IoT based sensors help optimize water usage and maximize yield, thus saving upto 80% water. Domain: AgriTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.senseitout.com,Pune
Skylark Drones Pvt. Ltd.,DST NIDHI-PRAYAS,2017,"Developing a drone-based image analysis solution that will help streamline compliance, quality management, and analytics for on-field managers of agribusiness and solar companies. Skylark’s flagship products provides drone based analysis solutions for agribusiness and solar companies. UAV- sensor pairings (visualthermal and visual-NDVI) measures parameters such as Area of a field, Health of plant, Domain: Mechatronics.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.skylarkdrones.com,Bangalore
Solutions Pvt. Ltd.,DST NIDHI-PRAYAS,2019,"80% of the preventable blindness is prevalent especially in rural India. Key reasons being unable to detect the blindness causing diseases such as Glaucoma, Diabetic retinopathy, AMD etc that constitute 40% of the blindness at early stages. IXanner® is an Optical Coherence Tomography based diagnostics device that allows comprehensive screening of diseases such as glaucoma, diabetic retinopathy and Domain: MedTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.medevplus.com,Bangalore
South Asia Pvt. Ltd.,DST NIDHI-PRAYAS,2021,100 million tonnes of crop residues are being burnt in the country causing 2 lakh crore rupees of economic losses due to loss of public health and worker productivity. 45% share of buildings in global carbon dioxide emissions is because of poor energy efficiency of buildings and carbon intensive construction materials and activities. A carbon-negative building material made from crop residues such Domain: Buildtech.,https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.greenjams.org,"Shell, Tricon Buildwell"
Square Comp Solutions Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"Enterprises in the Manufacturing, Industrial & other automotive companies on an average spend about 10% of their annual turnover towards training & other simulation activities. To help them in reducing these costs to more than 50% on their current spending by providing them a Virtual Reality based hardware and software solution. Virtual Reality Headset provides a sense of remote operability which Domain: Virtual Reality.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.grahasvr.com,Chennai
Steradian Technologies Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Making healthcare (primary) services affordable and available to public citizens at rural environment remotely making expert doctors consultation via Telemedicine. India being a large country with diverse social fabric, finding an integrated healthcare solution was difficult. Steradian solution is bridging the digital & physical gap by advanced IOT connected Vital Sensing Parameters. Seven vital p Domain: Medtech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.steradian.ai,Chennai
Synersense Pvt. Ltd.,DST NIDHI-PRAYAS,2018,"Data driven, affordable, autonomous prognosis and performance assessment mechanism or device for orthopedic patients and sports personnel in all types of healthcare settings. Synersense has developed portable and smart wearable medical device that provides lower limb balance and walking analysis for people with orthopedic and neurological disorders. The device leverages data analytics that assists Domain: MedTech.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.synersense.com,Ahmedabad
TAYPRO Pvt. Ltd.,DST NIDHI-PRAYAS,2020,"Dust and dirt accumulated on the solar module result in a reduction in the output of the solar plant by 5 to 10% depending on the regional soiling intensity. The traditional cleaning method is labor dependent and involves the use of water. As solar power plants are remotely located, water availability is the prime challenge when local residents don’t find water for domestic use. TAYPRO is India’s Domain: Renewable Energy.",https://dst.gov.in/sites/default/files/75-Promising%20Startups%20under%20NIDHI-PRAYAS.pdf,https://www.taypro.in,Mumbai
